no;bagian;fungsi;nama;nopek;january_training;january_sertifikasi_kompetensi;january_mobile_learning;february_training;february_sertifikasi_kompetensi;february_mobile_learning;march_training;march_sertifikasi_kompetensi;march_mobile_learning;april_training;april_sertifikasi_kompetensi;april_mobile_learning;may_training;may_sertifikasi_kompetensi;may_mobile_learning;june_training;june_sertifikasi_kompetensi;june_mobile_learning;july_training;july_sertifikasi_kompetensi;july_mobile_learning;august_training;august_sertifikasi_kompetensi;august_mobile_learning;september_training;september_sertifikasi_kompetensi;september_mobile_learning;data_issue
376;LOC II;Processing Line B;Employee_0376;ID0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
377;LOC II;Processing Line B;Employee_0377;ID0377;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0;FALSE
378;LOC II;Processing Line B;Employee_0378;ID0378;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;FALSE
379;LOC II;Processing Line B;Employee_0379;ID0379;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;FALSE
380;LOC II;Processing Line B;Employee_0380;ID0380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
381;LOC II;Processing Line B;Employee_0381;ID0381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
382;LOC II;Processing Line B;Employee_0382;ID0382;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
383;LOC II;Processing Line B;Employee_0383;ID0383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
384;LOC II;Processing Line B;Employee_0384;ID0384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
385;LOC II;Processing Line B;Employee_0385;ID0385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
386;LOC II;Processing Line B;Employee_0386;ID0386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
387;LOC II;Processing Line B;Employee_0387;ID0387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;0;1;0;0;0;0;FALSE
388;LOC II;Processing Line B;Employee_0388;ID0388;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
389;LOC II;Processing Line B;Employee_0389;ID0389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
390;LOC II;Processing Line B;Employee_0390;ID0390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
391;LOC II;Processing Line B;Employee_0391;ID0391;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;FALSE
392;LOC II;Processing Line B;Employee_0392;ID0392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
393;LOC II;Processing Line B;Employee_0393;ID0393;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;FALSE
394;LOC II;Processing Line B;Employee_0394;ID0394;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
395;LOC II;Processing Line B;Employee_0395;ID0395;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
396;LOC II;Processing Line B;Employee_0396;ID0396;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;FALSE
397;LOC II;Processing Line B;Employee_0397;ID0397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
398;LOC II;Processing Line B;Employee_0398;ID0398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
399;LOC II;Processing Line B;Employee_0399;ID0399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;FALSE
400;LOC II;Processing Line B;Employee_0400;ID0400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;FALSE
401;LOC II;Processing Line B;Employee_0401;ID0401;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
402;LOC II;Processing Line B;Employee_0402;ID0402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
403;LOC II;Processing Line B;Employee_0403;ID0403;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
404;LOC II;Processing Line B;Employee_0404;ID0404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
405;LOC II;Processing Line B;Employee_0405;ID0405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
406;LOC II;Processing Line B;Employee_0406;ID0406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
407;LOC II;Processing Line B;Employee_0407;ID0407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
408;LOC II;Processing Line B;Employee_0408;ID0408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
409;LOC II;Processing Line B;Employee_0409;ID0409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
410;LOC II;Processing Line B;Employee_0410;ID0410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
411;LOC II;Processing Line B;Employee_0411;ID0411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
412;LOC II;Processing Line B;Employee_0412;ID0412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
413;LOC II;Processing Line B;Employee_0413;ID0413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
414;LOC II;Processing Line B;Employee_0414;ID0414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;FALSE
415;LOC II;Processing Line B;Employee_0415;ID0415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
416;LOC II;Processing Line B;Employee_0416;ID0416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
417;LOC III;Processing Line B;Employee_0417;ID0417;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
418;LOC III;Processing Line B;Employee_0418;ID0418;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;FALSE
419;LOC III;Processing Line B;Employee_0419;ID0419;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
420;LOC III;Processing Line B;Employee_0420;ID0420;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
421;LOC III;Processing Line B;Employee_0421;ID0421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
422;LOC III;Processing Line B;Employee_0422;ID0422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
423;LOC III;Processing Line B;Employee_0423;ID0423;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;FALSE
424;LOC III;Processing Line B;Employee_0424;ID0424;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;FALSE
425;LOC III;Processing Line B;Employee_0425;ID0425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
426;LOC III;Processing Line B;Employee_0426;ID0426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
427;LOC III;Processing Line B;Employee_0427;ID0427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
428;LOC III;Processing Line B;Employee_0428;ID0428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
429;LOC III;Processing Line B;Employee_0429;ID0429;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
430;LOC III;Processing Line B;Employee_0430;ID0430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;FALSE
431;LOC III;Processing Line B;Employee_0431;ID0431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
432;LOC III;Processing Line B;Employee_0432;ID0432;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;FALSE
433;LOC III;Processing Line B;Employee_0433;ID0433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
434;LOC III;Processing Line B;Employee_0434;ID0434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;FALSE
435;LOC III;Processing Line B;Employee_0435;ID0435;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;FALSE
436;LOC III;Processing Line B;Employee_0436;ID0436;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;FALSE
437;LOC III;Processing Line B;Employee_0437;ID0437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
438;LOC III;Processing Line B;Employee_0438;ID0438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
439;LOC III;Processing Line B;Employee_0439;ID0439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
440;LOC III;Processing Line B;Employee_0440;ID0440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
441;LOC III;Processing Line B;Employee_0441;ID0441;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
442;LOC III;Processing Line B;Employee_0442;ID0442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
443;LOC III;Processing Line B;Employee_0443;ID0443;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;FALSE
444;LOC III;Processing Line B;Employee_0444;ID0444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
445;LOC III;Processing Line B;Employee_0445;ID0445;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
446;LOC III;Processing Line B;Employee_0446;ID0446;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
447;LOC III;Processing Line B;Employee_0447;ID0447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
448;LOC III;Processing Line B;Employee_0448;ID0448;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;FALSE
449;LOC III;Processing Line B;Employee_0449;ID0449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
450;LOC III;Processing Line B;Employee_0450;ID0450;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
451;LOC III;Processing Line B;Employee_0451;ID0451;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;FALSE
452;LOC III;Processing Line B;Employee_0452;ID0452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
453;LOC III;Processing Line B;Employee_0453;ID0453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
454;LOC III;Processing Line B;Employee_0454;ID0454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
455;LOC III;Processing Line B;Employee_0455;ID0455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
456;LOC III;Processing Line B;Employee_0456;ID0456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
457;LOC III;Processing Line B;Employee_0457;ID0457;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;FALSE
458;LOC III;Processing Line B;Employee_0458;ID0458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
459;LOC III;Processing Line B;Employee_0459;ID0459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
460;LOC III;Processing Line B;Employee_0460;ID0460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
461;LOC III;Processing Line B;Employee_0461;ID0461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
462;LOC III;Processing Line B;Employee_0462;ID0462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;FALSE
463;LOC III;Processing Line B;Employee_0463;ID0463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
464;Paraxylene;Processing Line B;Employee_0464;ID0464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
465;Paraxylene;Processing Line B;Employee_0465;ID0465;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;FALSE
466;Paraxylene;Processing Line B;Employee_0466;ID0466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
467;Paraxylene;Processing Line B;Employee_0467;ID0467;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
468;Paraxylene;Processing Line B;Employee_0468;ID0468;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
469;Paraxylene;Processing Line B;Employee_0469;ID0469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
470;Paraxylene;Processing Line B;Employee_0470;ID0470;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
471;Paraxylene;Processing Line B;Employee_0471;ID0471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;FALSE
472;Paraxylene;Processing Line B;Employee_0472;ID0472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
473;Paraxylene;Processing Line B;Employee_0473;ID0473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
474;Paraxylene;Processing Line B;Employee_0474;ID0474;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;FALSE
475;Paraxylene;Processing Line B;Employee_0475;ID0475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
476;Paraxylene;Processing Line B;Employee_0476;ID0476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
477;Paraxylene;Processing Line B;Employee_0477;ID0477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
478;Paraxylene;Processing Line B;Employee_0478;ID0478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
479;Paraxylene;Processing Line B;Employee_0479;ID0479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
480;Paraxylene;Processing Line B;Employee_0480;ID0480;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;FALSE
481;Paraxylene;Processing Line B;Employee_0481;ID0481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
482;Paraxylene;Processing Line B;Employee_0482;ID0482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
483;Paraxylene;Processing Line B;Employee_0483;ID0483;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
484;Paraxylene;Processing Line B;Employee_0484;ID0484;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
485;Paraxylene;Processing Line B;Employee_0485;ID0485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
486;Paraxylene;Processing Line B;Employee_0486;ID0486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
487;Paraxylene;Processing Line B;Employee_0487;ID0487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
488;Paraxylene;Processing Line B;Employee_0488;ID0488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
489;Paraxylene;Processing Line B;Employee_0489;ID0489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
490;Paraxylene;Processing Line B;Employee_0490;ID0490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
491;Paraxylene;Processing Line B;Employee_0491;ID0491;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
492;Paraxylene;Processing Line B;Employee_0492;ID0492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
493;Paraxylene;Processing Line B;Employee_0493;ID0493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
494;Paraxylene;Processing Line B;Employee_0494;ID0494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
495;Paraxylene;Processing Line B;Employee_0495;ID0495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;FALSE
496;Paraxylene;Processing Line B;Employee_0496;ID0496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
497;Paraxylene;Processing Line B;Employee_0497;ID0497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
498;Paraxylene;Processing Line B;Employee_0498;ID0498;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
499;Paraxylene;Processing Line B;Employee_0499;ID0499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
500;Paraxylene;Processing Line B;Employee_0500;ID0500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
501;Paraxylene;Processing Line B;Employee_0501;ID0501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
502;Paraxylene;Processing Line B;Employee_0502;ID0502;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
503;Paraxylene;Processing Line B;Employee_0503;ID0503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
504;Paraxylene;Processing Line B;Employee_0504;ID0504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
505;Paraxylene;Processing Line B;Employee_0505;ID0505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
506;Paraxylene;Processing Line B;Employee_0506;ID0506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
507;Paraxylene;Processing Line B;Employee_0507;ID0507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
508;Paraxylene;Processing Line B;Employee_0508;ID0508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
509;Paraxylene;Processing Line B;Employee_0509;ID0509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
510;Paraxylene;Processing Line B;Employee_0510;ID0510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
511;Paraxylene;Processing Line B;Employee_0511;ID0511;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
512;Paraxylene;Processing Line B;Employee_0512;ID0512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
513;Paraxylene;Processing Line B;Employee_0513;ID0513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
514;Paraxylene;Processing Line B;Employee_0514;ID0514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
515;Paraxylene;Processing Line B;Employee_0515;ID0515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
516;Paraxylene;Processing Line B;Employee_0516;ID0516;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;FALSE
517;Paraxylene;Processing Line B;Employee_0517;ID0517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;FALSE
518;Paraxylene;Processing Line B;Employee_0518;ID0518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
519;Paraxylene;Processing Line B;Employee_0519;ID0519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
520;Paraxylene;Processing Line B;Employee_0520;ID0520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
521;Paraxylene;Processing Line B;Employee_0521;ID0521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
522;Paraxylene;Processing Line B;Employee_0522;ID0522;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2;0;0;0;0;0;0;0;0;FALSE
523;Paraxylene;Processing Line B;Employee_0523;ID0523;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
524;Paraxylene;Processing Line B;Employee_0524;ID0524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;FALSE
525;Paraxylene;Processing Line B;Employee_0525;ID0525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
526;Paraxylene;Processing Line B;Employee_0526;ID0526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
527;Paraxylene;Processing Line B;Employee_0527;ID0527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
528;Paraxylene;Processing Line B;Employee_0528;ID0528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
529;Paraxylene;Processing Line B;Employee_0529;ID0529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
530;Production III;Processing Line C;Employee_0530;ID0530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
531;RFCC;Processing Line C;Employee_0531;ID0531;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
532;RFCC;Processing Line C;Employee_0532;ID0532;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;FALSE
533;RFCC;Processing Line C;Employee_0533;ID0533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
534;RFCC;Processing Line C;Employee_0534;ID0534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
