no,nama_pekerja,id_pekerja,bagian,fungsi,start_date,end_date,bulan,lokasi,dur,training_id,nama_pelatihan,layering,gender,sumber_data,educational_establishment,skill_group,jenis_pelatihan,valid_for_'year,expire_date,month_ed,year_ed,status,nama_lembaga/provider_sertifikasi,tgl_terima__sertifikat,data_issue
194,Employee_0122,ID0122,Fuel Oil Complex II,Processing Line A,2025-05-15,2025-05-15,May,Cilacap,1,6320,Sert. Petugas Proteksi Radiasi Tngkat I,Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,3,2028-05-15,5,2028,Aktif,NULL,NULL,False
195,Employee_0470,ID0470,Paraxylene,Processing Line B,2025-05-15,2025-05-15,May,Jakarta,1,4724,Sert. Petugas Proteksi Radiasi Tngkat I,Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,3,2028-05-15,5,2028,Aktif,NULL,NULL,False
196,Employee_0868,ID0868,Stationary &  Statutory Inspection,Maintenance Strategy & Planning,2025-05-15,2025-05-15,May,Palembang,1,2277,Sert. Petugas Proteksi Radiasi Tngkat I,Staff,Male,SAP,Sertifikasi Kompetensi,Maintenance Group,Certification,3,2028-05-15,5,2028,Aktif,NULL,NULL,False
197,Employee_0869,ID0869,Stationary &  Statutory Inspection,Maintenance Strategy & Planning,2025-05-15,2025-05-15,May,Yogyakarta,1,0543,Sert. Petugas Proteksi Radiasi Tngkat I,Staff,Male,SAP,Sertifikasi Kompetensi,Maintenance Group,Certification,3,2028-05-15,5,2028,Aktif,NULL,NULL,False
198,Employee_0845,ID0845,Planning & Scheduling,Maintenance Strategy & Planning,2025-05-15,2025-05-15,May,Yogyakarta,1,0063,Sert. Petugas Proteksi Radiasi Tngkat I,Staff,Male,SAP,Sertifikasi Kompetensi,Maintenance Group,Certification,3,2028-05-15,5,2028,Aktif,NULL,NULL,False
199,Employee_1183,ID1183,Laboratory,Engineering & Innovation,2025-05-15,2025-05-15,May,Purwokerto,1,4724,Sert. Petugas Proteksi Radiasi Tngkat I,Jr. Staff,Male,SAP,Sertifikasi Kompetensi,Engineering Group,Certification,3,2028-05-15,5,2028,Aktif,NULL,NULL,False
200,Employee_0026,ID0026,Fuel Oil Complex I,Processing Line A,2025-05-15,2025-05-15,May,Surabaya,1,1089,Sert. Petugas Proteksi Radiasi Tngkat I,Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,3,2028-05-15,5,2028,Aktif,NULL,NULL,False
201,Employee_0041,ID0041,Fuel Oil Complex I,Processing Line A,2025-05-15,2025-05-15,May,Jakarta,1,1713,Sert. Petugas Proteksi Radiasi Tngkat I,Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,3,2028-05-15,5,2028,Aktif,NULL,NULL,False
202,Employee_0305,ID0305,SRU & IPAL,Processing Line B,2025-05-19,2025-05-22,May,Purwokerto,4,0449,Bela Negara - Angkatan I,Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-05-22,5,2025,Aktif,NULL,NULL,False
203,Employee_0880,ID0880,Stationary &  Statutory Inspection,Maintenance Strategy & Planning,2025-05-05,2025-05-08,May,Jakarta,4,1713,Basic Safety For Refinery (BSR),Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-05-08,5,2025,Aktif,NULL,NULL,False
204,Employee_1464,ID1464,Communication & Relation,Corporate Services,2025-05-05,2025-05-07,May,Cilacap,3,7498,NULL,Sr. Staff,Male,SAP,Training,Supporting Group,Technical Training,NULL,2025-05-07,5,2025,Aktif,NULL,NULL,False
205,Employee_1350,ID1350,HSSE,"Health, Safety & Environment",2025-05-05,2025-05-07,May,Jakarta,3,1456,NULL,Executive,Male,SAP,Training,HSSE Group,Technical Training,NULL,2025-05-07,5,2025,Aktif,NULL,NULL,False
206,Employee_1452,ID1452,HC,Human Capital & Talent,2025-05-05,2025-05-07,May,Jakarta,3,4724,NULL,Executive,Female,SAP,Training,Supporting Group,Technical Training,NULL,2025-05-07,5,2025,Aktif,NULL,NULL,False
207,Employee_0007,ID0007,Production I,Processing Line A,2025-05-05,2025-05-07,May,Purwokerto,3,0063,NULL,Executive,Male,SAP,Training,Production Group,Technical Training,NULL,2025-05-07,5,2025,Aktif,NULL,NULL,False
208,Employee_1486,ID1486,Maintenance Execution I,Mechanical Maintenance Team,2025-05-05,2025-05-07,May,Jakarta,3,0184,NULL,Executive,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-05-07,5,2025,Aktif,NULL,NULL,False
209,Employee_0715,ID0715,Utilities,Processing Line C,2025-05-05,2025-05-08,May,Purwokerto,4,6321,Basic Safety For Refinery (BSR),Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-05-08,5,2025,Aktif,NULL,NULL,False
210,Employee_0278,ID0278,Production II,Processing Line B,2025-05-05,2025-05-07,May,Jakarta,3,5094,NULL,Executive,Male,SAP,Training,Production Group,Technical Training,NULL,2025-05-07,5,2025,Aktif,NULL,NULL,False
211,Employee_1466,ID1466,Communication & Relation,Corporate Services,2025-05-05,2025-05-08,May,Bandung,4,4725,Basic Safety For Refinery (BSR),Staff,Female,SAP,Training,Supporting Group,HSSE Training,NULL,2025-05-08,5,2025,Aktif,NULL,NULL,False
212,Employee_1402,ID1402,Security,"Health, Safety & Environment",2025-05-07,2025-05-09,May,Jakarta,3,3323,Intermediate Safety for Refinery (ISR),Staff,Male,SAP,Training,HSSE Group,HSSE Training,NULL,2025-05-09,5,2025,Aktif,NULL,NULL,False
213,Employee_1322,ID1322,Energy Con & Loss Control,Engineering & Innovation,2025-05-07,2025-05-09,May,Palembang,3,0364,Intermediate Safety for Refinery (ISR),Staff,Male,SAP,Training,Engineering Group,HSSE Training,NULL,2025-05-09,5,2025,Aktif,NULL,NULL,False
214,Employee_1253,ID1253,Laboratory,Engineering & Innovation,2025-05-07,2025-05-08,May,Jakarta,2,4725,First Aider Level 2,Jr. Staff,Male,SAP,Training,Engineering Group,HSSE Training,NULL,2025-05-08,5,2025,Aktif,NULL,NULL,False
215,Employee_0205,ID0205,Oil Movement 60 & NBM,Processing Line A,2025-05-09,2025-05-09,May,Bandung,1,3330,First Aider Level Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-05-09,5,2025,Aktif,NULL,NULL,False
216,Employee_1253,ID1253,Laboratory,Engineering & Innovation,2025-05-09,2025-05-09,May,Jakarta,1,2298,Sertifikasi First Aider Level 2,Jr. Staff,Male,SAP,Sertifikasi Kompetensi,Engineering Group,Certification,3,2028-05-09,5,2028,Aktif,NULL,NULL,False
217,Employee_1440,ID1440,Finance,Finance & Accounting,2025-05-14,2025-05-16,May,Semarang,3,0543,Certified Profs. Mgt Accountant (CPMA),Executive,Male,SAP,Sertifikasi Kompetensi,Supporting Group,Certification,3,2028-05-16,5,2028,Aktif,NULL,NULL,False
218,Employee_1372,ID1372,Emergency & Insurance,"Health, Safety & Environment",2025-05-19,2025-05-25,May,Semarang,7,0543,Ahli K3 Kebakaran Class C (Regu Penanggu langan Kebakaran),Jr. Staff,Male,SAP,Training,HSSE Group,HSSE Training,5,2030-05-25,5,2030,Aktif,Provider 1,2025-10-09 00:00:00,False
219,Employee_1365,ID1365,Emergency & Insurance,"Health, Safety & Environment",2025-05-19,2025-05-25,May,Purwokerto,7,6321,Ahli K3 Kebakaran Class C (Regu Penanggu langan Kebakaran),Jr. Staff,Male,SAP,Training,HSSE Group,HSSE Training,5,2030-05-25,5,2030,Aktif,Provider 1,2025-10-09 00:00:00,False
220,Employee_1374,ID1374,Emergency & Insurance,"Health, Safety & Environment",2025-05-19,2025-05-25,May,Purwokerto,7,0126,Ahli K3 Kebakaran Class C (Regu Penanggu langan Kebakaran),Jr. Staff,Male,SAP,Training,HSSE Group,HSSE Training,5,2030-05-25,5,2030,Aktif,Provider 1,2025-10-09 00:00:00,False
221,Employee_1378,ID1378,Emergency & Insurance,"Health, Safety & Environment",2025-05-19,2025-05-25,May,Cilacap,7,4724,Ahli K3 Kebakaran Class C (Regu Penanggu langan Kebakaran),Jr. Staff,Male,SAP,Training,HSSE Group,HSSE Training,5,2030-05-25,5,2030,Aktif,Provider 1,2025-10-09 00:00:00,False
222,Employee_1379,ID1379,Emergency & Insurance,"Health, Safety & Environment",2025-05-19,2025-05-25,May,Jakarta,7,0188,Ahli K3 Kebakaran Class C (Regu Penanggu langan Kebakaran),Jr. Staff,Male,SAP,Training,HSSE Group,HSSE Training,5,2030-05-25,5,2030,Aktif,Provider 1,2025-10-09 00:00:00,False
223,Employee_0236,ID0236,Oil Movement 70,Processing Line A,2025-05-19,2025-05-23,May,Cirebon,5,1303,Pembekalan Masa Purna Karya,Sr. Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-05-23,5,2025,Aktif,NULL,NULL,False
224,Employee_0394,ID0394,LOC II,Processing Line B,2025-05-19,2025-05-23,May,Jakarta,5,0364,Pembekalan Masa Purna Karya,Sr. Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-05-23,5,2025,Aktif,NULL,NULL,False
225,Employee_0279,ID0279,SRU & IPAL,Processing Line B,2025-05-19,2025-05-23,May,Jakarta,5,0699,Pembekalan Masa Purna Karya,Sr. Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-05-23,5,2025,Aktif,NULL,NULL,False
226,Employee_1272,ID1272,Process Engineering Area I,Engineering & Innovation,2025-05-22,2025-05-22,May,Semarang,1,1303,Fraud Awareness,Sr. Staff,Male,SAP,Training,Engineering Group,Technical Training,NULL,2025-05-22,5,2025,Aktif,NULL,NULL,False
227,Employee_1311,ID1311,Project Engineering,Engineering & Innovation,2025-05-22,2025-05-22,May,Cilacap,1,1089,Fraud Awareness,Staff,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-05-22,5,2025,Aktif,NULL,NULL,False
228,Employee_1372,ID1372,Emergency & Insurance,"Health, Safety & Environment",2025-05-26,2025-05-28,May,Semarang,3,0342,Ahli K3 Kebakaran Class D (Petugas Peran  Kebakaran),Jr. Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,5,2030-05-28,5,2030,Aktif,Kemenaker,2025-10-09 00:00:00,False
229,Employee_1365,ID1365,Emergency & Insurance,"Health, Safety & Environment",2025-05-26,2025-05-28,May,Jakarta,3,4725,Ahli K3 Kebakaran Class D (Petugas Peran  Kebakaran),Jr. Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,5,2030-05-28,5,2030,Aktif,Kemenaker,2025-10-09 00:00:00,False
230,Employee_1374,ID1374,Emergency & Insurance,"Health, Safety & Environment",2025-05-26,2025-05-28,May,Bandung,3,4724,Ahli K3 Kebakaran Class D (Petugas Peran  Kebakaran),Jr. Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,5,2030-05-28,5,2030,Aktif,Kemenaker,2025-10-09 00:00:00,False
231,Employee_1378,ID1378,Emergency & Insurance,"Health, Safety & Environment",2025-05-26,2025-05-28,May,Purwokerto,3,2258,Ahli K3 Kebakaran Class D (Petugas Peran  Kebakaran),Jr. Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,5,2030-05-28,5,2030,Aktif,Kemenaker,2025-10-09 00:00:00,False
232,Employee_1379,ID1379,Emergency & Insurance,"Health, Safety & Environment",2025-05-26,2025-05-28,May,Jakarta,3,1713,Ahli K3 Kebakaran Class D (Petugas Peran  Kebakaran),Jr. Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,5,2030-05-28,5,2030,Aktif,Kemenaker,2025-10-09 00:00:00,False
233,Employee_1486,ID1486,Maintenance Execution I,Mechanical Maintenance Team,2025-05-26,2025-05-27,May,Cilacap,2,4724,Leadership HSSE for Manager,Executive,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-05-27,5,2025,Aktif,NULL,NULL,False
234,Employee_1306,ID1306,Project Engineering,Engineering & Innovation,2025-05-31,2025-05-31,May,Jakarta,1,0184,Induction Refinery Unit (Mobile Learning),Staff,Male,SAP,Mobile Learning,Engineering Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
235,Employee_0369,ID0369,LOC II,Processing Line B,2025-05-31,2025-05-31,May,Jakarta,1,0065,Communication Skill (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
236,Employee_0408,ID0408,LOC II,Processing Line B,2025-05-31,2025-05-31,May,Jakarta,1,4724,Energizing You (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
237,Employee_0377,ID0377,LOC II,Processing Line B,2025-05-31,2025-05-31,May,Semarang,1,0926,Fundamental Behaviour Based Safety (BBS) (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
238,Employee_0434,ID0434,LOC III,Processing Line B,2025-05-31,2025-05-31,May,Purwokerto,1,4724,Leadership (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
239,Employee_0614,ID0614,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,0071,Basic HSSE for SPBU,Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
240,Employee_0614,ID0614,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,0543,Basic HSSE Mand.Training (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
241,Employee_0614,ID0614,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,2256,Energizing You (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
242,Employee_0615,ID0615,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,0364,Fraud Awareness (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
243,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Yogyakarta,1,1713,Basic HSSE for SPBU,Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
244,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,1713,Basic HSSE Mand.Training (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
245,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,3780,Basic Lubricant and Lubrication (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
246,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,0449,Basic Sediment & Water Assessment (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
247,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Semarang,1,8474,Cara Pengajuan Permintaan & Pelaporan Kendala Layanan Shared Services ICT (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
248,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Bogor,1,6321,Communication Skill (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
249,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Cilacap,1,0322,Competency Based Interview (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
250,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,1713,Director Guideline (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
251,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,0126,Energizing You (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
252,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Semarang,1,6321,EPPM Stage - 1 (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
253,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Surabaya,1,6320,Finance for Non Finance (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
254,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,0063,Financial Wellness (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
255,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Cilacap,1,0307,Full Digitalisasi Layanan Invoice and Payment (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
256,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,1456,Fundamental Behaviour Based Safety (BBS) (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
257,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Yogyakarta,1,0364,Geothermal Introduction (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
258,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Purwokerto,1,3780,HSE Mandatory - CLSR (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
259,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,0071,Induction Pertamina C&T (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
260,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Yogyakarta,1,0184,Induction Refinery Unit (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
261,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Semarang,1,6321,IR for Non HR (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
262,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Bandung,1,0071,"Layanan Office Facility Support,Transpor tation,& Facility Mgt Pada Sistem MySSC SS Asset Mgt (Mobile Learning)",Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
263,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,1713,Layanan PO/RO Processing dan OA Management Web Aplikasi iPRO PT Pertamina (Persero) (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
264,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,7454,Leadership (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
265,Employee_0636,ID0636,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,4724,Learning Administration (Mobile Learning ),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
266,Employee_0648,ID0648,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Semarang,1,0184,Basic HSSE for SPBU,Jr. Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
267,Employee_0648,ID0648,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Purwokerto,1,0671,Basic Lubricant and Lubrication (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
268,Employee_0648,ID0648,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Palembang,1,4724,Competency Based Interview (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
269,Employee_0648,ID0648,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,0922,EPPM Stage - 1 (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
270,Employee_0648,ID0648,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Yogyakarta,1,1713,Finance for Non Finance (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
271,Employee_0648,ID0648,Utilities RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,1469,IR for Non HR (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
272,Employee_0692,ID0692,GTO RFCC,Processing Line C,2025-05-31,2025-05-31,May,Palembang,1,6321,Geothermal Introduction (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
273,Employee_0692,ID0692,GTO RFCC,Processing Line C,2025-05-31,2025-05-31,May,Cilacap,1,0274,Induction Refinery Unit (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
274,Employee_0715,ID0715,Utilities,Processing Line C,2025-05-31,2025-05-31,May,Surabaya,1,0699,Financial Wellness (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
275,Employee_0664,ID0664,GTO RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,0126,Induction Refinery Unit (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
276,Employee_0714,ID0714,Utilities,Processing Line C,2025-05-31,2025-05-31,May,Yogyakarta,1,4725,Basic HSSE for SPBU,Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
277,Employee_0557,ID0557,RFCC,Processing Line C,2025-05-31,2025-05-31,May,Semarang,1,0325,Basic HSSE Mand.Training (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
278,Employee_0557,ID0557,RFCC,Processing Line C,2025-05-31,2025-05-31,May,Jakarta,1,2256,HSE Mandatory - CLSR (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
279,Employee_0457,ID0457,LOC III,Processing Line B,2025-05-31,2025-05-31,May,Yogyakarta,1,4230,Induction Refinery Unit (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-05-31,5,2025,Aktif,NULL,NULL,False
280,Employee_1400,ID1400,Health,"Health, Safety & Environment",2025-06-02,2025-06-04,June,Semarang,3,0063,Pelatihan ERM ISO 31000 CRP CRA,Staff,Male,SAP,Training,HSSE Group,Technical Training,NULL,2025-06-04,6,2025,Aktif,NULL,NULL,False
281,Employee_0655,ID0655,GTO RFCC,Processing Line C,2025-06-02,2025-06-04,June,Bali,3,3321,Pelatihan ERM ISO 31000 CRP CRA,Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-06-04,6,2025,Aktif,NULL,NULL,False
282,Employee_1400,ID1400,Health,"Health, Safety & Environment",2025-06-05,2025-06-05,June,Yogyakarta,1,1713,Sertifikasi ERM ISO 31000 CRP CRA,Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,3,2028-06-05,6,2028,Aktif,LSP Profesi Pasar Modal,2025-09-10 00:00:00,False
283,Employee_0655,ID0655,GTO RFCC,Processing Line C,2025-06-05,2025-06-05,June,Purwokerto,1,6321,Sertifikasi ERM ISO 31000 CRP CRA,Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,3,2028-06-05,6,2028,Aktif,LSP Profesi Pasar Modal,2025-09-10 00:00:00,False
284,Employee_1365,ID1365,Emergency & Insurance,"Health, Safety & Environment",2025-06-10,2025-06-11,June,Yogyakarta,2,4533,Pelatihan Operator Penaggungjawab Pengelolaan Pencemaran Air,Jr. Staff,Male,SAP,Training,HSSE Group,HSSE Training,NULL,2025-06-11,6,2025,Aktif,NULL,NULL,False
285,Employee_1365,ID1365,Emergency & Insurance,"Health, Safety & Environment",2025-06-12,2025-06-12,June,Jakarta,1,6321,Sertifikasi Operator Penanggungjawab Pengelolaan Pencemaran Air,Jr. Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,3,2028-06-12,6,2028,Aktif,NULL,NULL,False
286,Employee_1404,ID1404,HSSE,"Health, Safety & Environment",2025-06-19,2025-06-20,June,Purwokerto,2,8196,Women Empowerment Principles (WEPs) & Harassment,Staff,Female,SAP,Training,HSSE Group,Technical Training,NULL,2025-06-20,6,2025,Aktif,NULL,NULL,False
287,Employee_0877,ID0877,Stationary &  Statutory Inspection,Maintenance Strategy & Planning,2025-06-19,2025-06-20,June,Yogyakarta,2,1713,Women Empowerment Principles (WEPs) & Harassment,Staff,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-06-20,6,2025,Aktif,NULL,NULL,False
288,Employee_1487,ID1487,HC Business Partner,Human Capital & Talent,2025-06-19,2025-06-20,June,Jakarta,2,4724,Women Empowerment Principles (WEPs) & Harassment,Staff,Male,SAP,Training,Supporting Group,Technical Training,NULL,2025-06-20,6,2025,Aktif,NULL,NULL,False
289,Employee_1151,ID1151,Turn Around Area-I,Shutdown & Major Maintenance,2025-04-16,2025-04-17,April,Semarang,2,0071,Advance Safety for Refinery,Sr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-04-17,4,2025,Aktif,NULL,NULL,False
290,Employee_1487,ID1487,HC Business Partner,Human Capital & Talent,2025-04-16,2025-04-17,April,Yogyakarta,2,4724,Advance Safety for Refinery,Staff,Male,SAP,Training,Supporting Group,HSSE Training,NULL,2025-04-17,4,2025,Aktif,NULL,NULL,False
