record_id;id_pekerja;training_id;jenis_pelatihan;layering;skill_group;educational_establishment;start_date;end_date;bulan;lokasi;dur;status;expire_date;month_ed;year_ed;nama_lembaga_sertifikasi;tgl_terima_sertifikat;sumber_data
ET00464;ID0644;6321;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00465;ID0613;3338;Technical Training;Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00466;ID1165;329;Technical Training;Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00467;ID0984;184;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00468;ID0988;6321;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00469;ID0988;7474;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00470;ID0988;7454;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00471;ID1020;1713;HSSE Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00472;ID1020;3780;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00473;ID1023;1303;Technical Training;Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00474;ID1025;313;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00475;ID1025;1303;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00476;ID1025;4725;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00477;ID1025;591;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00478;ID1025;889;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00479;ID1025;2276;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00480;ID0706;3341;Technical Training;Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00481;ID0715;3320;Technical Training;Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00482;ID1268;274;Technical Training;Sr. Staff;Engineering Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00483;ID1214;7474;Technical Training;Jr. Staff;Engineering Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00484;ID0768;6321;Technical Training;Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00485;ID0768;184;Technical Training;Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00486;ID0714;1089;Technical Training;Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00487;ID0714;1713;Technical Training;Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00488;ID0714;2276;Technical Training;Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00489;ID0745;6321;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00490;ID0745;543;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00491;ID0740;1713;HSSE Training;Jr. Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00492;ID0740;274;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00493;ID0740;2276;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00494;ID1410;364;Technical Training;Staff;Supporting Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00495;ID1441;1713;Technical Training;Sr. Staff;Supporting Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00496;ID1441;71;Technical Training;Sr. Staff;Supporting Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00497;ID0312;364;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;;;SAP
ET00498;ID1402;8196;Technical Training;Staff;HSSE Group;Training;15/06/2025;20/06/2025;June;Jakarta;6;Aktif;20/06/2025;6;2025;;;SAP
ET00499;ID1362;543;HSSE Training;Jr. Staff;HSSE Group;Training;16/06/2025;22/06/2025;June;Yogyakarta;7;Aktif;22/06/2025;6;2025;;;SAP
ET00500;ID1357;4032;HSSE Training;Staff;HSSE Group;Training;16/06/2025;22/06/2025;June;Yogyakarta;7;Aktif;22/06/2025;6;2025;;;SAP
ET00501;ID1361;6321;HSSE Training;Jr. Staff;HSSE Group;Training;16/06/2025;22/06/2025;June;Yogyakarta;7;Aktif;22/06/2025;6;2025;;;SAP
ET00502;ID1369;6321;HSSE Training;Jr. Staff;HSSE Group;Training;16/06/2025;22/06/2025;June;Yogyakarta;7;Aktif;22/06/2025;6;2025;;;SAP
ET00503;ID1377;4724;HSSE Training;Jr. Staff;HSSE Group;Training;16/06/2025;22/06/2025;June;Yogyakarta;7;Aktif;22/06/2025;6;2025;;;SAP
ET00504;ID1358;63;HSSE Training;Staff;HSSE Group;Training;16/06/2025;22/06/2025;June;Yogyakarta;7;Aktif;22/06/2025;6;2025;;;SAP
ET00505;ID0370;313;Technical Training;Sr. Staff;Production Group;Training;16/06/2025;19/06/2025;June;Semarang;4;Aktif;19/06/2025;6;2025;;;SAP
ET00506;ID0572;307;Technical Training;Staff;Production Group;Training;16/06/2025;19/06/2025;June;Semarang;4;Aktif;19/06/2025;6;2025;;;SAP
ET00507;ID0538;3418;Technical Training;Staff;Production Group;Training;16/06/2025;19/06/2025;June;Semarang;4;Aktif;19/06/2025;6;2025;;;SAP
ET00508;ID0370;313;Certification;Sr. Staff;Production Group;Sertifikasi Kompetensi;20/06/2025;20/06/2025;June;Semarang;1;Aktif;20/06/2028;6;2028;;;SAP
ET00509;ID0572;449;Certification;Staff;Production Group;Sertifikasi Kompetensi;20/06/2025;20/06/2025;June;Semarang;1;Aktif;20/06/2028;6;2028;;;SAP
ET00510;ID0538;3419;Certification;Staff;Production Group;Sertifikasi Kompetensi;20/06/2025;20/06/2025;June;Semarang;1;Aktif;20/06/2028;6;2028;;;SAP
ET00511;ID1362;449;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;23/06/2025;24/06/2025;June;Yogyakarta;2;Aktif;24/06/2028;6;2028;;;SAP
ET00512;ID1357;2256;Certification;Staff;HSSE Group;Sertifikasi Kompetensi;23/06/2025;24/06/2025;June;Yogyakarta;2;Aktif;24/06/2028;6;2028;;;SAP
ET00513;ID1361;914;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;23/06/2025;24/06/2025;June;Yogyakarta;2;Aktif;24/06/2028;6;2028;;;SAP
ET00514;ID1369;4666;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;23/06/2025;24/06/2025;June;Yogyakarta;2;Aktif;24/06/2028;6;2028;;;SAP
ET00515;ID1377;4105;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;23/06/2025;24/06/2025;June;Yogyakarta;2;Aktif;24/06/2028;6;2028;;;SAP
ET00516;ID1358;3338;Certification;Staff;HSSE Group;Sertifikasi Kompetensi;23/06/2025;24/06/2025;June;Yogyakarta;2;Aktif;24/06/2028;6;2028;;;SAP
ET00517;ID0949;930;Technical Training;Jr. Staff;Maintenance Group;Training;23/06/2025;24/06/2025;June;Bandung;2;Aktif;24/06/2025;6;2025;;;SAP
ET00518;ID1022;3739;Technical Training;Jr. Staff;Maintenance Group;Training;23/06/2025;24/06/2025;June;Bandung;2;Aktif;24/06/2025;6;2025;;;SAP
ET00519;ID1452;3338;Technical Training;Executive;Supporting Group;Training;16/06/2025;16/06/2025;June;Jakarta;1;Aktif;16/06/2025;6;2025;;;SAP
ET00520;ID1268;3321;Technical Training;Sr. Staff;Engineering Group;Training;16/06/2025;20/06/2025;June;Bali;5;Aktif;20/06/2025;6;2025;;;SAP
ET00521;ID0709;2298;Technical Training;Sr. Staff;Production Group;Training;16/06/2025;20/06/2025;June;Bali;5;Aktif;20/06/2025;6;2025;;;SAP
ET00522;ID1232;2298;Technical Training;Sr. Staff;Engineering Group;Training;16/06/2025;20/06/2025;June;Bali;5;Aktif;20/06/2025;6;2025;;;SAP
ET00523;ID0321;2298;Technical Training;Sr. Staff;Production Group;Training;16/06/2025;20/06/2025;June;Bali;5;Aktif;20/06/2025;6;2025;;;SAP
ET00524;ID0588;2298;Technical Training;Sr. Staff;Production Group;Training;16/06/2025;20/06/2025;June;Bali;5;Aktif;20/06/2025;6;2025;;;SAP
ET00525;ID1359;1089;HSSE Training;Jr. Staff;HSSE Group;Training;30/06/2025;06/07/2025;June;Yogyakarta;7;Aktif;06/07/2025;7;2025;;;SAP
ET00526;ID1364;1089;HSSE Training;Jr. Staff;HSSE Group;Training;30/06/2025;06/07/2025;June;Yogyakarta;7;Aktif;06/07/2025;7;2025;;;SAP
ET00527;ID1375;1089;HSSE Training;Jr. Staff;HSSE Group;Training;30/06/2025;06/07/2025;June;Yogyakarta;7;Aktif;06/07/2025;7;2025;;;SAP
ET00528;ID1455;364;Technical Training;Staff;Supporting Group;Training;30/06/2025;01/07/2025;June;Bandung;2;Aktif;01/07/2025;7;2025;;;SAP
ET00529;ID1310;53;HSSE Training;Staff;Engineering Group;Training;30/06/2025;02/07/2025;June;Palembang;3;Aktif;02/07/2025;7;2025;;;SAP
ET00530;ID1360;1089;HSSE Training;Jr. Staff;HSSE Group;Training;30/06/2025;06/07/2025;June;Yogyakarta;7;Aktif;06/07/2025;7;2025;;;SAP
ET00531;ID1363;1089;HSSE Training;Jr. Staff;HSSE Group;Training;30/06/2025;06/07/2025;June;Yogyakarta;7;Aktif;06/07/2025;7;2025;;;SAP
ET00532;ID1367;1089;HSSE Training;Jr. Staff;HSSE Group;Training;30/06/2025;06/07/2025;June;Yogyakarta;7;Aktif;06/07/2025;7;2025;;;SAP
ET00533;ID1355;1089;HSSE Training;Staff;HSSE Group;Training;30/06/2025;06/07/2025;June;Yogyakarta;7;Aktif;06/07/2025;7;2025;;;SAP
ET00534;ID1356;1089;HSSE Training;Staff;HSSE Group;Training;30/06/2025;06/07/2025;June;Yogyakarta;7;Aktif;06/07/2025;7;2025;;;SAP
ET00535;ID0511;52;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Sungai Gerong;3;Aktif;02/07/2025;7;2025;;;SAP
ET00536;ID0651;53;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Palembang;3;Aktif;02/07/2025;7;2025;;;SAP
ET00537;ID0847;364;Technical Training;Staff;Maintenance Group;Training;30/06/2025;01/07/2025;June;Bandung;2;Aktif;01/07/2025;7;2025;;;SAP
ET00538;ID0981;364;Technical Training;Staff;Maintenance Group;Training;30/06/2025;01/07/2025;June;Bandung;2;Aktif;01/07/2025;7;2025;;;SAP
ET00539;ID1341;364;Technical Training;Staff;Maintenance Group;Training;30/06/2025;01/07/2025;June;Bandung;2;Aktif;01/07/2025;7;2025;;;SAP
ET00540;ID1468;364;Technical Training;Staff;Supporting Group;Training;30/06/2025;01/07/2025;June;Bandung;2;Aktif;01/07/2025;7;2025;;;SAP
ET00541;ID0695;889;Technical Training;Jr. Staff;Production Group;Training;02/07/2025;04/07/2025;July;Purwokerto;3;Aktif;04/07/2028;7;2028;Provider 2;10/09/2025 00:00;SAP
ET00542;ID1345;889;Technical Training;Sr. Staff;Engineering Group;Training;02/07/2025;04/07/2025;July;Purwokerto;3;Aktif;04/07/2028;7;2028;Provider 2;10/09/2025 00:00;SAP
ET00543;ID1383;889;Technical Training;Staff;HSSE Group;Training;02/07/2025;04/07/2025;July;Purwokerto;3;Aktif;04/07/2028;7;2028;Provider 2;10/09/2025 00:00;SAP
ET00544;ID0687;889;Technical Training;Jr. Staff;Production Group;Training;02/07/2025;04/07/2025;July;Purwokerto;3;Aktif;04/07/2028;7;2028;Provider 2;10/09/2025 00:00;SAP
ET00545;ID0009;889;Technical Training;Staff;Production Group;Training;02/07/2025;04/07/2025;July;Purwokerto;3;Aktif;04/07/2028;7;2028;Provider 2;10/09/2025 00:00;SAP
ET00546;ID1429;889;Technical Training;Staff;Supporting Group;Training;02/07/2025;04/07/2025;July;Purwokerto;3;Aktif;04/07/2028;7;2028;Provider 2;10/09/2025 00:00;SAP
ET00547;ID1310;308;Certification;Staff;Engineering Group;Sertifikasi Kompetensi;03/07/2025;03/07/2025;July;Palembang;1;Aktif;03/07/2028;7;2028;;;SAP
ET00548;ID0531;336;Certification;Sr. Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;04/07/2025;July;Yogyakarta;2;Aktif;04/07/2028;7;2028;;;SAP
ET00549;ID0511;307;Certification;Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;03/07/2025;July;Palembang;1;Aktif;03/07/2028;7;2028;;;SAP
ET00550;ID0651;308;Certification;Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;03/07/2025;July;Palembang;1;Aktif;03/07/2028;7;2028;;;SAP
ET00551;ID1176;336;Certification;Sr. Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;04/07/2025;July;Yogyakarta;2;Aktif;04/07/2028;7;2028;;;SAP
ET00552;ID1359;1090;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;07/07/2025;08/07/2025;July;Yogyakarta;2;Aktif;08/07/2028;7;2028;;;SAP
ET00553;ID1364;1090;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;07/07/2025;08/07/2025;July;Yogyakarta;2;Aktif;08/07/2028;7;2028;;;SAP
ET00554;ID1375;1090;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;07/07/2025;08/07/2025;July;Yogyakarta;2;Aktif;08/07/2028;7;2028;;;SAP
ET00555;ID1234;184;Technical Training;Staff;Engineering Group;Training;07/07/2025;09/07/2025;July;Purwokerto;3;Aktif;09/07/2025;7;2025;;;SAP
ET00556;ID1360;1090;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;07/07/2025;08/07/2025;July;Yogyakarta;2;Aktif;08/07/2028;7;2028;;;SAP
ET00557;ID1363;1090;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;07/07/2025;08/07/2025;July;Yogyakarta;2;Aktif;08/07/2028;7;2028;;;SAP
ET00558;ID1367;1090;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;07/07/2025;08/07/2025;July;Yogyakarta;2;Aktif;08/07/2028;7;2028;;;SAP
ET00559;ID1355;1090;Certification;Staff;HSSE Group;Sertifikasi Kompetensi;07/07/2025;08/07/2025;July;Yogyakarta;2;Aktif;08/07/2028;7;2028;;;SAP
ET00560;ID1356;1090;Certification;Staff;HSSE Group;Sertifikasi Kompetensi;07/07/2025;08/07/2025;July;Yogyakarta;2;Aktif;08/07/2028;7;2028;;;SAP
ET00561;ID0589;103;Technical Training;Staff;Production Group;Training;07/07/2025;09/07/2025;July;Yogyakarta;3;Aktif;09/07/2025;7;2025;;;SAP
ET00562;ID0883;103;Technical Training;Sr. Staff;Maintenance Group;Training;07/07/2025;09/07/2025;July;Yogyakarta;3;Aktif;09/07/2025;7;2025;;;SAP
ET00563;ID0851;364;Technical Training;Staff;Maintenance Group;Training;07/07/2025;08/07/2025;July;Bandung;2;Aktif;08/07/2025;7;2025;;;SAP
ET00564;ID1179;184;Technical Training;Staff;Engineering Group;Training;07/07/2025;09/07/2025;July;Purwokerto;3;Aktif;09/07/2025;7;2025;;;SAP
ET00565;ID1177;184;Technical Training;Sr. Staff;Engineering Group;Training;07/07/2025;09/07/2025;July;Purwokerto;3;Aktif;09/07/2025;7;2025;;;SAP
ET00566;ID1251;184;Technical Training;Sr. Staff;Engineering Group;Training;07/07/2025;09/07/2025;July;Purwokerto;3;Aktif;09/07/2025;7;2025;;;SAP
ET00567;ID0011;364;Technical Training;Staff;Production Group;Training;07/07/2025;08/07/2025;July;Bandung;2;Aktif;08/07/2025;7;2025;;;SAP
ET00568;ID0001;1456;Certification;Sr. Executive;Production Group;Sertifikasi Kompetensi;08/07/2025;08/07/2025;July;Yogyakarta;1;Aktif;08/07/2028;7;2028;;;SAP
ET00569;ID0007;1456;Certification;Executive;Production Group;Sertifikasi Kompetensi;08/07/2025;08/07/2025;July;Yogyakarta;1;Aktif;08/07/2028;7;2028;;;SAP
ET00570;ID0705;1456;Certification;Sr. Staff;Engineering Group;Sertifikasi Kompetensi;08/07/2025;08/07/2025;July;Yogyakarta;1;Aktif;08/07/2028;7;2028;;;SAP
ET00571;ID0056;1456;Certification;Sr. Staff;Production Group;Sertifikasi Kompetensi;08/07/2025;08/07/2025;July;Yogyakarta;1;Aktif;08/07/2028;7;2028;;;SAP
ET00572;ID0815;1456;Certification;Sr. Staff;Engineering Group;Sertifikasi Kompetensi;08/07/2025;08/07/2025;July;Yogyakarta;1;Aktif;08/07/2028;7;2028;;;SAP
ET00573;ID1334;1456;Certification;Sr. Staff;Maintenance Group;Sertifikasi Kompetensi;08/07/2025;08/07/2025;July;Yogyakarta;1;Aktif;08/07/2028;7;2028;;;SAP
ET00574;ID0901;1456;Certification;Sr. Staff;Maintenance Group;Sertifikasi Kompetensi;08/07/2025;08/07/2025;July;Yogyakarta;1;Aktif;08/07/2028;7;2028;;;SAP
ET00575;ID1474;1456;Certification;Sr. Staff;Maintenance Group;Sertifikasi Kompetensi;08/07/2025;08/07/2025;July;Yogyakarta;1;Aktif;08/07/2028;7;2028;;;SAP
ET00576;ID0814;1456;Certification;Executive;Engineering Group;Sertifikasi Kompetensi;08/07/2025;08/07/2025;July;Yogyakarta;1;Aktif;08/07/2028;7;2028;;;SAP
ET00577;ID0821;1456;Certification;Sr. Staff;Engineering Group;Sertifikasi Kompetensi;08/07/2025;08/07/2025;July;Yogyakarta;1;Aktif;08/07/2028;7;2028;;;SAP
ET00578;ID0589;322;Certification;Staff;Production Group;Sertifikasi Kompetensi;10/07/2025;10/07/2025;July;Yogyakarta;1;Aktif;10/07/2028;7;2028;;;SAP
ET00579;ID0883;322;Certification;Sr. Staff;Maintenance Group;Sertifikasi Kompetensi;10/07/2025;10/07/2025;July;Yogyakarta;1;Aktif;10/07/2028;7;2028;;;SAP
ET00580;ID0969;1522;Technical Training;Staff;Maintenance Group;Training;10/07/2025;10/07/2025;July;Jakarta;1;Aktif;10/07/2025;7;2025;;;SAP
ET00581;ID0661;543;Technical Training;Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00582;ID0348;543;Technical Training;Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00583;ID0647;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00584;ID0529;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00585;ID0732;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00586;ID0389;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00587;ID1326;543;Technical Training;Staff;Engineering Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00588;ID0133;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00589;ID0788;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00590;ID0526;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00591;ID0119;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00592;ID0340;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00593;ID0566;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00594;ID0648;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00595;ID0581;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00596;ID0813;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00597;ID0094;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00598;ID1489;543;Technical Training;Staff;Engineering Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00599;ID0054;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00600;ID0623;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00601;ID0311;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00602;ID0457;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00603;ID0456;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00604;ID0390;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00605;ID0500;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00606;ID0055;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00607;ID0554;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00608;ID0637;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00609;ID0666;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00610;ID0567;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00611;ID0010;543;Technical Training;Sr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00612;ID0790;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00613;ID0052;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00614;ID0665;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00615;ID0671;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00616;ID0550;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00617;ID0490;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00618;ID0310;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00619;ID0135;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00620;ID0774;543;Technical Training;Jr. Staff;Production Group;Training;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;;;HC
ET00621;ID0002;1456;Certification;Executive;Production Group;Sertifikasi Kompetensi;03/05/2025;03/05/2025;May;Surabaya;1;Aktif;03/05/2028;5;2028;;;SAP
ET00622;ID0839;1456;Certification;Sr. Staff;Maintenance Group;Sertifikasi Kompetensi;03/05/2025;03/05/2025;May;Surabaya;1;Aktif;03/05/2028;5;2028;;;SAP
ET00623;ID1318;1456;Certification;Staff;Engineering Group;Sertifikasi Kompetensi;03/05/2025;03/05/2025;May;Surabaya;1;Aktif;03/05/2028;5;2028;;;SAP
ET00624;ID1273;1456;Certification;Staff;Engineering Group;Sertifikasi Kompetensi;03/05/2025;03/05/2025;May;Surabaya;1;Aktif;03/05/2028;5;2028;;;SAP
